,material,Cell type,test,time (hr),concentration (ug/ml),Hydrodynamic diameter (nm),Zeta potential (mV),mcd,electronegativity,rox,radii,viability (%)
1925,13,50,1,0.9999999999999999,0.0025,0.030344570336177552,0.5426016260162602,0.3139534883720931,0.4626623376623378,0.10838086880210618,0.6956521739130435,0.3934194263308188
1926,13,50,1,0.9999999999999999,0.0125,0.030344570336177552,0.5426016260162602,0.3139534883720931,0.4626623376623378,0.10838086880210618,0.6956521739130435,0.47112474960576234
1927,13,50,1,0.9999999999999999,0.025,0.030344570336177552,0.5426016260162602,0.3139534883720931,0.4626623376623378,0.10838086880210618,0.6956521739130435,0.4832715339044453
1928,13,50,1,0.9999999999999999,0.125,0.030344570336177552,0.5426016260162602,0.3139534883720931,0.4626623376623378,0.10838086880210618,0.6956521739130435,0.4614073221668159
1929,15,50,1,0.9999999999999999,0.25,0.030344570336177552,0.5426016260162602,0.6,0.7870129870129874,0.26393154892496706,0.4782608695652175,0.3023483782977454
1930,15,50,1,0.23404255319148934,0.005625,0.03893318412831632,0.931829268292683,0.6,0.7870129870129874,0.26393154892496706,0.4782608695652175,0.013300941908536847
1931,15,50,1,0.23404255319148934,0.005625,0.01496712826968807,0.5617886178861788,0.6,0.7870129870129874,0.26393154892496706,0.4782608695652175,0.41463580957251844
1932,15,50,1,0.23404255319148934,0.0011375,0.03893318412831632,0.931829268292683,0.6,0.7870129870129874,0.26393154892496706,0.4782608695652175,0.016172697438520223
1933,15,50,1,0.23404255319148934,0.00363125,0.03893318412831632,0.931829268292683,0.6,0.7870129870129874,0.26393154892496706,0.4782608695652175,0.016172697438520223
1934,15,50,1,0.23404255319148934,0.005625,0.03893318412831632,0.931829268292683,0.6,0.7870129870129874,0.26393154892496706,0.4782608695652175,0.011416272428930656
1935,15,50,1,0.23404255319148934,0.008125,0.03893318412831632,0.931829268292683,0.6,0.7870129870129874,0.26393154892496706,0.4782608695652175,0.005708136214465328
1936,15,50,1,0.23404255319148934,0.01125,0.03893318412831632,0.931829268292683,0.6,0.7870129870129874,0.26393154892496706,0.4782608695652175,0.005708136214465328
1937,15,50,1,0.23404255319148934,0.0180625,0.03893318412831632,0.7269512195121952,0.6,0.7870129870129874,0.26393154892496706,0.4782608695652175,0.06088735455824064
1938,8,50,1,0.23404255319148934,0.0011375,0.01496712826968807,0.7495934959349594,0.3103448275862069,0.7500000000000002,0.7027204914436156,0.5652173913043479,0.3852959979542258
