,Cell type,test,material,time (hr),concentration (ug/ml),viability (%),Hydrodynamic diameter (nm),Zeta potential (mV),mcd,x,rox,radii
0,PC12,MTT,SiO2,12,1.95,113.67,386.9,-35.9,7.4074074074074066,2.9266666666666663,-1.2,1.1
1,PC12,MTT,SiO2,12,3.9,97.265,386.9,-35.9,7.4074074074074066,2.9266666666666663,-1.2,1.1
2,PC12,MTT,SiO2,12,7.8,108.73,386.9,-35.9,7.4074074074074066,2.9266666666666663,-1.2,1.1
3,PC12,MTT,SiO2,12,15.6,98.451,386.9,-35.9,7.4074074074074066,2.9266666666666663,-1.2,1.1
4,PC12,MTT,SiO2,12,31.2,98.056,386.9,-35.9,7.4074074074074066,2.9266666666666663,-1.2,1.1
5,PC12,MTT,SiO2,12,62.5,100.43,386.9,-35.9,7.4074074074074066,2.9266666666666663,-1.2,1.1
6,PC12,MTT,SiO2,12,125.0,95.881,386.9,-35.9,7.4074074074074066,2.9266666666666663,-1.2,1.1
7,PC12,MTT,SiO2,12,250.0,79.473,386.9,-35.9,7.4074074074074066,2.9266666666666663,-1.2,1.1
8,PC12,MTT,SiO2,12,500.0,94.893,386.9,-35.9,7.4074074074074066,2.9266666666666663,-1.2,1.1
9,PC12,MTT,SiO2,12,1000.0,79.275,386.9,-35.9,7.4074074074074066,2.9266666666666663,-1.2,1.1
10,PC12,MTT,SiO2,24,1.95,105.21,386.9,-35.9,7.4074074074074066,2.9266666666666663,-1.2,1.1
11,PC12,MTT,SiO2,24,3.9,120.85,386.9,-35.9,7.4074074074074066,2.9266666666666663,-1.2,1.1
12,PC12,MTT,SiO2,24,7.8,117.25,386.9,-35.9,7.4074074074074066,2.9266666666666663,-1.2,1.1
13,PC12,MTT,SiO2,24,15.6,106.06,386.9,-35.9,7.4074074074074066,2.9266666666666663,-1.2,1.1
14,PC12,MTT,SiO2,24,31.2,84.93,386.9,-35.9,7.4074074074074066,2.9266666666666663,-1.2,1.1
15,PC12,MTT,SiO2,24,62.5,96.127,386.9,-35.9,7.4074074074074066,2.9266666666666663,-1.2,1.1
16,PC12,MTT,SiO2,24,125.0,94.225,386.9,-35.9,7.4074074074074066,2.9266666666666663,-1.2,1.1
17,PC12,MTT,SiO2,24,250.0,103.94,386.9,-35.9,7.4074074074074066,2.9266666666666663,-1.2,1.1
18,PC12,MTT,SiO2,24,500.0,79.014,386.9,-35.9,7.4074074074074066,2.9266666666666663,-1.2,1.1
19,PC12,MTT,SiO2,24,1000.0,63.803,386.9,-35.9,7.4074074074074066,2.9266666666666663,-1.2,1.1
20,PC12,MTT,SiO2,12,1.95,97.463,375.4,-26.8,7.4074074074074066,2.9266666666666663,-1.2,1.1
21,PC12,MTT,SiO2,12,3.9,95.486,375.4,-26.8,7.4074074074074066,2.9266666666666663,-1.2,1.1
22,PC12,MTT,SiO2,12,7.8,89.951,375.4,-26.8,7.4074074074074066,2.9266666666666663,-1.2,1.1
23,PC12,MTT,SiO2,12,15.6,105.96,375.4,-26.8,7.4074074074074066,2.9266666666666663,-1.2,1.1
24,PC12,MTT,SiO2,12,31.2,95.091,375.4,-26.8,7.4074074074074066,2.9266666666666663,-1.2,1.1
25,PC12,MTT,SiO2,12,62.5,96.474,375.4,-26.8,7.4074074074074066,2.9266666666666663,-1.2,1.1
26,PC12,MTT,SiO2,12,125.0,94.3,375.4,-26.8,7.4074074074074066,2.9266666666666663,-1.2,1.1
27,PC12,MTT,SiO2,12,250.0,72.356,375.4,-26.8,7.4074074074074066,2.9266666666666663,-1.2,1.1
28,PC12,MTT,SiO2,12,500.0,70.774,375.4,-26.8,7.4074074074074066,2.9266666666666663,-1.2,1.1
29,PC12,MTT,SiO2,12,1000.0,71.763,375.4,-26.8,7.4074074074074066,2.9266666666666663,-1.2,1.1
30,PC12,MTT,SiO2,24,1.95,103.52,375.4,-26.8,7.4074074074074066,2.9266666666666663,-1.2,1.1
31,PC12,MTT,SiO2,24,3.9,96.761,375.4,-26.8,7.4074074074074066,2.9266666666666663,-1.2,1.1
32,PC12,MTT,SiO2,24,7.8,109.86,375.4,-26.8,7.4074074074074066,2.9266666666666663,-1.2,1.1
33,PC12,MTT,SiO2,24,15.6,122.75,375.4,-26.8,7.4074074074074066,2.9266666666666663,-1.2,1.1
34,PC12,MTT,SiO2,24,31.2,104.58,375.4,-26.8,7.4074074074074066,2.9266666666666663,-1.2,1.1
35,PC12,MTT,SiO2,24,62.5,118.73,375.4,-26.8,7.4074074074074066,2.9266666666666663,-1.2,1.1
36,PC12,MTT,SiO2,24,125.0,94.648,375.4,-26.8,7.4074074074074066,2.9266666666666663,-1.2,1.1
37,PC12,MTT,SiO2,24,250.0,103.1,375.4,-26.8,7.4074074074074066,2.9266666666666663,-1.2,1.1
38,PC12,MTT,SiO2,24,500.0,105.63,375.4,-26.8,7.4074074074074066,2.9266666666666663,-1.2,1.1
39,PC12,MTT,SiO2,24,1000.0,80.493,375.4,-26.8,7.4074074074074066,2.9266666666666663,-1.2,1.1
40,PC12,MTT,SiO2,12,1.95,120.0,437.0,21.7,7.4074074074074066,2.9266666666666663,-1.2,1.1
41,PC12,MTT,SiO2,12,3.9,119.41,437.0,21.7,7.4074074074074066,2.9266666666666663,-1.2,1.1
42,PC12,MTT,SiO2,12,7.8,109.52,437.0,21.7,7.4074074074074066,2.9266666666666663,-1.2,1.1
43,PC12,MTT,SiO2,12,15.6,111.3,437.0,21.7,7.4074074074074066,2.9266666666666663,-1.2,1.1
44,PC12,MTT,SiO2,12,31.2,114.86,437.0,21.7,7.4074074074074066,2.9266666666666663,-1.2,1.1
45,PC12,MTT,SiO2,12,62.5,116.05,437.0,21.7,7.4074074074074066,2.9266666666666663,-1.2,1.1
46,PC12,MTT,SiO2,12,125.0,106.95,437.0,21.7,7.4074074074074066,2.9266666666666663,-1.2,1.1
47,PC12,MTT,SiO2,12,250.0,73.74,437.0,21.7,7.4074074074074066,2.9266666666666663,-1.2,1.1
48,PC12,MTT,SiO2,12,500.0,93.904,437.0,21.7,7.4074074074074066,2.9266666666666663,-1.2,1.1
49,PC12,MTT,SiO2,12,1000.0,76.31,437.0,21.7,7.4074074074074066,2.9266666666666663,-1.2,1.1
50,PC12,MTT,SiO2,24,1.95,104.15,437.0,21.7,7.4074074074074066,2.9266666666666663,-1.2,1.1
51,PC12,MTT,SiO2,24,3.9,102.89,437.0,21.7,7.4074074074074066,2.9266666666666663,-1.2,1.1
52,PC12,MTT,SiO2,24,7.8,102.04,437.0,21.7,7.4074074074074066,2.9266666666666663,-1.2,1.1
53,PC12,MTT,SiO2,24,15.6,94.225,437.0,21.7,7.4074074074074066,2.9266666666666663,-1.2,1.1
54,PC12,MTT,SiO2,24,31.2,90.423,437.0,21.7,7.4074074074074066,2.9266666666666663,-1.2,1.1
55,PC12,MTT,SiO2,24,62.5,91.056,437.0,21.7,7.4074074074074066,2.9266666666666663,-1.2,1.1
56,PC12,MTT,SiO2,24,125.0,100.77,437.0,21.7,7.4074074074074066,2.9266666666666663,-1.2,1.1
57,PC12,MTT,SiO2,24,250.0,96.761,437.0,21.7,7.4074074074074066,2.9266666666666663,-1.2,1.1
58,PC12,MTT,SiO2,24,500.0,103.94,437.0,21.7,7.4074074074074066,2.9266666666666663,-1.2,1.1
59,PC12,MTT,SiO2,24,1000.0,85.775,437.0,21.7,7.4074074074074066,2.9266666666666663,-1.2,1.1
60,RAW264.7,CellTiterBlue,SiO2,24,1.0,107.59,10.0,-27.0,7.4074074074074066,2.9266666666666663,-1.2,1.1
61,RAW264.7,CellTiterBlue,SiO2,24,10.0,100.81,10.0,-27.0,7.4074074074074066,2.9266666666666663,-1.2,1.1
62,RAW264.7,CellTiterBlue,SiO2,24,100.0,70.11,10.0,-27.0,7.4074074074074066,2.9266666666666663,-1.2,1.1
63,RAW264.7,CellTiterBlue,SiO2,24,1000.0,22.617,10.0,-27.0,7.4074074074074066,2.9266666666666663,-1.2,1.1
64,RAW264.7,XTT,SiO2,24,1.0,123.42,10.0,-27.0,7.4074074074074066,2.9266666666666663,-1.2,1.1
65,RAW264.7,XTT,SiO2,24,10.0,114.38,10.0,-27.0,7.4074074074074066,2.9266666666666663,-1.2,1.1
66,RAW264.7,XTT,SiO2,24,100.0,82.714,10.0,-27.0,7.4074074074074066,2.9266666666666663,-1.2,1.1
67,RAW264.7,XTT,SiO2,24,1000.0,25.525,10.0,-27.0,7.4074074074074066,2.9266666666666663,-1.2,1.1
68,RAW264.7,LDH,SiO2,24,1.0,4.5234,10.0,-27.0,7.4074074074074066,2.9266666666666663,-1.2,1.1
69,RAW264.7,LDH,SiO2,24,10.0,6.1389,10.0,-27.0,7.4074074074074066,2.9266666666666663,-1.2,1.1
70,RAW264.7,LDH,SiO2,24,100.0,22.294,10.0,-27.0,7.4074074074074066,2.9266666666666663,-1.2,1.1
71,RAW264.7,LDH,SiO2,24,1000.0,69.467,10.0,-27.0,7.4074074074074066,2.9266666666666663,-1.2,1.1
72,RAW264.7,Live/Dead,SiO2,24,1.0,95.315,10.0,-27.0,7.4074074074074066,2.9266666666666663,-1.2,1.1
73,RAW264.7,Live/Dead,SiO2,24,10.0,86.268,10.0,-27.0,7.4074074074074066,2.9266666666666663,-1.2,1.1
74,RAW264.7,Live/Dead,SiO2,24,100.0,69.467,10.0,-27.0,7.4074074074074066,2.9266666666666663,-1.2,1.1
75,RAW264.7,Live/Dead,SiO2,24,1000.0,9.6931,10.0,-27.0,7.4074074074074066,2.9266666666666663,-1.2,1.1
76,RAW264.7,Live/Dead,SiO2,24,1.0,94.023,10.0,-27.0,7.4074074074074066,2.9266666666666663,-1.2,1.1
77,RAW264.7,Live/Dead,SiO2,24,10.0,91.761,10.0,-27.0,7.4074074074074066,2.9266666666666663,-1.2,1.1
78,RAW264.7,Live/Dead,SiO2,24,100.0,71.729,10.0,-27.0,7.4074074074074066,2.9266666666666663,-1.2,1.1
79,RAW264.7,Live/Dead,SiO2,24,1000.0,44.265,10.0,-27.0,7.4074074074074066,2.9266666666666663,-1.2,1.1
80,VERO,MTT,Fe3O4,24,100.0,102.0,18.0,7.36,2.932551319648094,2.75,-0.239,1.4
81,VERO,MTT,Fe3O4,24,200.0,105.08,18.0,3.51,2.932551319648094,2.75,-0.239,1.4
82,VERO,MTT,Fe3O4,24,300.0,100.0,18.0,-5.3,2.932551319648094,2.75,-0.239,1.4
83,VERO,MTT,Fe3O4,24,400.0,100.0,18.0,20.02,2.932551319648094,2.75,-0.239,1.4
84,VERO,MTT,Fe3O4,24,500.0,80.0,18.0,-24.5,2.932551319648094,2.75,-0.239,1.4
85,MDCK,MTT,Fe3O4,24,100.0,101.97,18.0,7.36,2.932551319648094,2.75,-0.239,1.4
86,MDCK,MTT,Fe3O4,24,200.0,115.09,18.0,-13.0,2.932551319648094,2.75,-0.239,1.4
87,MDCK,MTT,Fe3O4,24,300.0,115.09,18.0,-2.85,2.932551319648094,2.75,-0.239,1.4
88,MDCK,MTT,Fe3O4,24,400.0,100.1,18.0,20.02,2.932551319648094,2.75,-0.239,1.4
89,MDCK,MTT,Fe3O4,24,500.0,118.08,18.0,-4.065,2.932551319648094,2.75,-0.239,1.4
90,MDCK,MTT,Fe3O4,24,100.0,80.0,18.0,8.29,2.932551319648094,2.75,-0.239,1.4
91,MDCK,MTT,Fe3O4,24,200.0,75.077,18.0,-23.52,2.932551319648094,2.75,-0.239,1.4
92,MDCK,MTT,Fe3O4,24,300.0,50.0,18.0,-41.77,2.932551319648094,2.75,-0.239,1.4
93,MDCK,MTT,Fe3O4,24,400.0,38.0,18.0,-38.62,2.932551319648094,2.75,-0.239,1.4
94,MDCK,MTT,Fe3O4,24,500.0,34.923,18.0,-30.62,2.932551319648094,2.75,-0.239,1.4
95,MDCK,MTT,Fe3O4,24,100.0,89.986,18.0,-22.73,2.932551319648094,2.75,-0.239,1.4
96,MDCK,MTT,Fe3O4,24,200.0,80.245,18.0,-23.52,2.932551319648094,2.75,-0.239,1.4
97,MDCK,MTT,Fe3O4,24,300.0,31.916,18.0,-41.77,2.932551319648094,2.75,-0.239,1.4
98,MDCK,MTT,Fe3O4,24,400.0,30.043,18.0,-38.62,2.932551319648094,2.75,-0.239,1.4
99,MDCK,MTT,Fe3O4,24,500.0,30.043,18.0,-30.62,2.932551319648094,2.75,-0.239,1.4
100,Caco-2,CellTiterBlue,Ag,24,100.0,162.02,5.0,-8.72,0.0,1.93,0.7996,1.6
101,Caco-2,CellTiterBlue,Ag,24,1.0,87.472,60.0,-51.9,0.0,1.93,0.7996,1.6
102,Caco-2,CellTiterBlue,Ag,24,10.0,61.197,60.0,-51.9,0.0,1.93,0.7996,1.6
103,Caco-2,CellTiterBlue,Ag,24,20.0,51.774,60.0,-51.9,0.0,1.93,0.7996,1.6
104,Caco-2,CellTiterBlue,Ag,24,50.0,44.9,60.0,-51.9,0.0,1.93,0.7996,1.6
105,Caco-2,CellTiterBlue,Ag,3,125.0,95.027,75.0,71.7,0.0,1.93,0.7996,1.6
106,Caco-2,CellTiterBlue,Ag,3,250.0,106.05,75.0,71.7,0.0,1.93,0.7996,1.6
107,Caco-2,CellTiterBlue,Ag,3,500.0,74.757,75.0,71.7,0.0,1.93,0.7996,1.6
108,Caco-2,CellTiterBlue,Ag,3,1000.0,49.297,75.0,71.7,0.0,1.93,0.7996,1.6
109,Caco-2,CellTiterBlue,Ag,3,125.0,91.304,75.0,71.7,0.0,1.93,0.7996,1.6
110,Caco-2,CellTiterBlue,Ag,3,250.0,90.261,75.0,71.7,0.0,1.93,0.7996,1.6
111,Caco-2,CellTiterBlue,Ag,3,500.0,78.957,75.0,71.7,0.0,1.93,0.7996,1.6
112,Caco-2,CellTiterBlue,Ag,3,1000.0,65.565,75.0,71.7,0.0,1.93,0.7996,1.6
113,Caco-2,CellTiterBlue,Ag,24,0.5,88.907,18.4,26.4,0.0,1.93,0.7996,1.6
114,Caco-2,CellTiterBlue,Ag,24,1.0,89.723,18.4,26.4,0.0,1.93,0.7996,1.6
115,Caco-2,CellTiterBlue,Ag,24,5.0,93.312,18.4,-18.0,0.0,1.93,0.7996,1.6
116,Caco-2,CellTiterBlue,Ag,24,10.0,91.517,18.4,-17.92,0.0,1.93,0.7996,1.6
117,Caco-2,CellTiterBlue,Ag,24,50.0,80.914,18.4,8.29,0.0,1.93,0.7996,1.6
118,Caco-2,CellTiterBlue,Ag,24,100.0,74.388,18.4,-7.6,0.0,1.93,0.7996,1.6
119,Caco-2,CellTiterBlue,Ag,24,0.5,88.699,326.5,-23.5,0.0,1.93,0.7996,1.6
120,Caco-2,CellTiterBlue,Ag,24,1.0,87.158,326.5,-23.5,0.0,1.93,0.7996,1.6
121,Caco-2,CellTiterBlue,Ag,24,5.0,86.473,326.5,-23.5,0.0,1.93,0.7996,1.6
122,Caco-2,CellTiterBlue,Ag,24,10.0,90.925,326.5,-23.5,0.0,1.93,0.7996,1.6
123,Caco-2,CellTiterBlue,Ag,24,50.0,88.014,326.5,-23.5,0.0,1.93,0.7996,1.6
124,Caco-2,CellTiterBlue,Ag,24,100.0,85.616,326.5,-23.5,0.0,1.93,0.7996,1.6
125,Caco-2,CellTiterBlue,Ag,24,0.5,87.873,274.1,-27.7,0.0,1.93,0.7996,1.6
126,Caco-2,CellTiterBlue,Ag,24,1.0,86.455,274.1,-27.7,0.0,1.93,0.7996,1.6
127,Caco-2,CellTiterBlue,Ag,24,5.0,83.445,274.1,-27.7,0.0,1.93,0.7996,1.6
128,Caco-2,CellTiterBlue,Ag,24,10.0,91.639,274.1,-27.7,0.0,1.93,0.7996,1.6
129,Caco-2,CellTiterBlue,Ag,24,50.0,85.786,274.1,-27.7,0.0,1.93,0.7996,1.6
130,A549,MTT,Fe3O4,24,100.0,84.114,274.1,-27.7,2.932551319648094,2.75,-0.239,1.4
131,A549,MTT,Fe3O4,48,0.5,105.22,18.4,-39.55,2.932551319648094,2.75,-0.239,1.4
132,A549,MTT,Fe3O4,48,1.0,96.9,18.4,-17.1,2.932551319648094,2.75,-0.239,1.4
133,A549,NRU,Fe3O4,48,5.0,94.29,18.4,-17.1,2.932551319648094,2.75,-0.239,1.4
134,A549,NRU,Fe3O4,48,10.0,89.886,18.4,-15.91,2.932551319648094,2.75,-0.239,1.4
135,A549,NRU,Fe3O4,48,50.0,86.949,18.4,-8.72,2.932551319648094,2.75,-0.239,1.4
136,KEC,MTS,Ag,48,100.0,82.545,18.4,-8.72,0.0,1.93,0.7996,1.6
137,KEC,MTS,Ag,48,0.5,98.288,326.5,-23.5,0.0,1.93,0.7996,1.6
138,KEC,MTS,Ag,48,1.0,99.144,326.5,-23.5,0.0,1.93,0.7996,1.6
139,KEC,MTS,Ag,48,5.0,93.151,326.5,-23.5,0.0,1.93,0.7996,1.6
140,KEC,MTS,Ag,48,10.0,92.979,326.5,-23.5,0.0,1.93,0.7996,1.6
141,KEC,MTS,Ag,48,50.0,88.87,326.5,-23.5,0.0,1.93,0.7996,1.6
142,KEC,MTS,Ag,48,100.0,86.473,326.5,-23.5,0.0,1.93,0.7996,1.6
143,KEC,MTS,Ag,48,0.5,93.144,274.1,-27.7,0.0,1.93,0.7996,1.6
144,KEC,MTS,Ag,48,1.0,87.793,274.1,-27.7,0.0,1.93,0.7996,1.6
145,KEC,MTS,Ag,48,5.0,88.629,274.1,-27.7,0.0,1.93,0.7996,1.6
146,KEC,MTS,Ag,48,10.0,90.301,274.1,-27.7,0.0,1.93,0.7996,1.6
147,KEC,MTS,Ag,48,50.0,85.786,274.1,-27.7,0.0,1.93,0.7996,1.6
148,KEC,MTS,Ag,48,100.0,83.445,274.1,-27.7,0.0,1.93,0.7996,1.6
149,KEC,MTS,Ag,24,0.5,96.743,326.5,-23.5,0.0,1.93,0.7996,1.6
150,KEC,MTS,Ag,24,1.0,83.225,326.5,-23.5,0.0,1.93,0.7996,1.6
151,KEC,MTS,Ag,24,5.0,82.573,326.5,-23.5,0.0,1.93,0.7996,1.6
152,A431,MTT,TiO2,24,10.0,80.945,326.5,-23.5,5.369127516778524,2.806666666666666,-0.93,1.4
153,A431,MTT,TiO2,24,50.0,80.945,326.5,-23.5,5.369127516778524,2.806666666666666,-0.93,1.4
154,A431,MTT,TiO2,24,100.0,79.316,326.5,-23.5,5.369127516778524,2.806666666666666,-0.93,1.4
155,A431,MTT,TiO2,24,0.5,96.743,274.1,-27.7,5.369127516778524,2.806666666666666,-0.93,1.4
156,A431,MTT,TiO2,24,1.0,82.573,274.1,-27.7,5.369127516778524,2.806666666666666,-0.93,1.4
157,A431,MTT,TiO2,24,5.0,76.873,274.1,-27.7,5.369127516778524,2.806666666666666,-0.93,1.4
158,A431,MTT,TiO2,24,10.0,76.873,274.1,-27.7,5.369127516778524,2.806666666666666,-0.93,1.4
159,A431,MTT,TiO2,24,50.0,91.205,274.1,-27.7,5.369127516778524,2.806666666666666,-0.93,1.4
160,A431,MTT,TiO2,24,100.0,91.205,274.1,-27.7,5.369127516778524,2.806666666666666,-0.93,1.4
161,A431,MTT,TiO2,72,0.036,80.385,145.45,15.05,5.369127516778524,2.806666666666666,-0.93,1.4
162,A431,MTT,TiO2,72,0.072,72.957,5.5,-23.415,5.369127516778524,2.806666666666666,-0.93,1.4
163,A431,MTT,TiO2,72,0.18,56.616,67.35,28.1,5.369127516778524,2.806666666666666,-0.93,1.4
164,A431,MTT,TiO2,72,0.36,49.684,6.0,-36.5,5.369127516778524,2.806666666666666,-0.93,1.4
165,A431,MTT,TiO2,72,0.72,42.256,6.0,-36.5,5.369127516778524,2.806666666666666,-0.93,1.4
166,A431,MTT,TiO2,72,1.0,42.586,6.0,-36.5,5.369127516778524,2.806666666666666,-0.93,1.4
167,A431,NRU,TiO2,72,0.036,108.98,12.5,-7.455,5.369127516778524,2.806666666666666,-0.93,1.4
168,A431,NRU,TiO2,72,0.072,106.23,549.0,5.635,5.369127516778524,2.806666666666666,-0.93,1.4
169,A431,NRU,TiO2,72,0.18,102.5,1073.5,-9.6,5.369127516778524,2.806666666666666,-0.93,1.4
170,A431,NRU,TiO2,72,0.36,90.126,208.35,37.85,5.369127516778524,2.806666666666666,-0.93,1.4
171,A431,NRU,TiO2,72,0.72,63.619,717.5,28.4,5.369127516778524,2.806666666666666,-0.93,1.4
172,A431,NRU,TiO2,72,1.0,47.518,6.0,-36.5,5.369127516778524,2.806666666666666,-0.93,1.4
173,A431,NRU,TiO2,72,0.036,101.35,717.5,28.4,5.369127516778524,2.806666666666666,-0.93,1.4
174,A431,NRU,TiO2,72,0.072,91.689,165.25,5.5,5.369127516778524,2.806666666666666,-0.93,1.4
175,A431,NRU,TiO2,72,0.18,67.636,400.5,-4.55,5.369127516778524,2.806666666666666,-0.93,1.4
176,A431,NRU,TiO2,72,0.36,41.527,6.0,-36.5,5.369127516778524,2.806666666666666,-0.93,1.4
177,A431,NRU,TiO2,72,0.72,27.959,5.0,-10.33,5.369127516778524,2.806666666666666,-0.93,1.4
178,A431,NRU,TiO2,72,1.0,28.37,5.0,-10.33,5.369127516778524,2.806666666666666,-0.93,1.4
179,A431,NRU,TiO2,72,25.0,88.973,15.0,-25.0,5.369127516778524,2.806666666666666,-0.93,1.4
180,A431,NRU,TiO2,72,50.0,76.933,15.0,-25.0,5.369127516778524,2.806666666666666,-0.93,1.4
181,A431,NRU,TiO2,72,100.0,59.949,15.0,-25.0,5.369127516778524,2.806666666666666,-0.93,1.4
182,MG-63,MTT,Au,24,200.0,113.35,289.76,-28.0,0.0,2.54,1.692,1.35
183,MG-63,MTT,Au,24,500.0,128.05,289.76,-28.0,0.0,2.54,1.692,1.35
184,MG-63,MTT,Au,24,50.0,94.523,578.27,8.0,0.0,2.54,1.692,1.35
185,MG-63,MTT,Au,24,100.0,69.258,578.27,8.0,0.0,2.54,1.692,1.35
186,MG-63,MTT,Au,24,200.0,42.933,578.27,8.0,0.0,2.54,1.692,1.35
187,MG-63,MTT,Au,24,500.0,40.636,578.27,8.0,0.0,2.54,1.692,1.35
188,MG-63,MTT,Au,24,50.0,88.508,345.2,-13.0,0.0,2.54,1.692,1.35
189,MG-63,MTT,Au,24,100.0,36.878,345.2,-13.0,0.0,2.54,1.692,1.35
190,MG-63,MTT,Au,24,200.0,34.305,345.2,-13.0,0.0,2.54,1.692,1.35
191,SHSY5Y,MTT,TiO2,24,500.0,28.473,345.2,-13.0,5.369127516778524,2.806666666666666,-0.93,1.4
192,SHSY5Y,MTT,TiO2,48,50.0,97.485,289.76,-28.0,5.369127516778524,2.806666666666666,-0.93,1.4
193,SHSY5Y,MTT,TiO2,48,100.0,110.44,289.76,-28.0,5.369127516778524,2.806666666666666,-0.93,1.4
194,SHSY5Y,MTT,TiO2,48,200.0,108.12,289.76,-28.0,5.369127516778524,2.806666666666666,-0.93,1.4
195,THP-1,MTT,TiO2,48,500.0,107.74,289.76,-28.0,5.369127516778524,2.806666666666666,-0.93,1.4
196,THP-1,MTT,TiO2,48,50.0,96.82,578.27,8.0,5.369127516778524,2.806666666666666,-0.93,1.4
197,THP-1,MTT,TiO2,48,100.0,93.64,578.27,8.0,5.369127516778524,2.806666666666666,-0.93,1.4
198,THP-1,MTT,TiO2,48,200.0,82.862,578.27,8.0,5.369127516778524,2.806666666666666,-0.93,1.4
199,Lymphocyte,MTT,ZnO,48,500.0,76.678,578.27,8.0,2.272727272727273,2.545,-0.7618,1.35
200,Lymphocyte,MTT,ZnO,48,50.0,98.113,345.2,-13.0,2.272727272727273,2.545,-0.7618,1.35
201,Lymphocyte,MTT,ZnO,48,100.0,81.475,345.2,-13.0,2.272727272727273,2.545,-0.7618,1.35
202,Lymphocyte,MTT,ZnO,48,200.0,82.676,345.2,-13.0,2.272727272727273,2.545,-0.7618,1.35
203,Lymphocyte,Live/Dead,ZnO,48,500.0,79.417,345.2,-13.0,2.272727272727273,2.545,-0.7618,1.35
204,Lymphocyte,Live/Dead,ZnO,24,50.0,88.516,289.76,-28.0,2.272727272727273,2.545,-0.7618,1.35
205,Lymphocyte,Live/Dead,ZnO,24,100.0,83.569,289.76,-28.0,2.272727272727273,2.545,-0.7618,1.35
206,Lymphocyte,Live/Dead,ZnO,24,200.0,81.625,289.76,-28.0,2.272727272727273,2.545,-0.7618,1.35
207,SKOV-3,MTT,Fe3O4,24,500.0,93.11,289.76,-28.0,2.932551319648094,2.75,-0.239,1.4
208,SKOV-3,MTT,Fe3O4,24,50.0,99.824,578.27,8.0,2.932551319648094,2.75,-0.239,1.4
209,SKOV-3,MTT,Fe3O4,24,100.0,63.269,578.27,8.0,2.932551319648094,2.75,-0.239,1.4
210,SKOV-3,MTT,Fe3O4,24,200.0,52.9,578.27,8.0,2.932551319648094,2.75,-0.239,1.4
211,SKOV-3,MTT,Fe3O4,24,500.0,78.383,578.27,8.0,2.932551319648094,2.75,-0.239,1.4
212,SKOV-3,MTT,Fe3O4,24,50.0,103.09,345.2,-13.0,2.932551319648094,2.75,-0.239,1.4
213,SKOV-3,MTT,Fe3O4,24,100.0,86.942,345.2,-13.0,2.932551319648094,2.75,-0.239,1.4
214,SKOV-3,MTT,Fe3O4,24,200.0,90.722,345.2,-13.0,2.932551319648094,2.75,-0.239,1.4
215,SKOV-3,MTT,Fe3O4,24,500.0,77.32,345.2,-13.0,2.932551319648094,2.75,-0.239,1.4
216,SKOV-3,MTT,Fe3O4,48,50.0,92.403,289.76,-28.0,2.932551319648094,2.75,-0.239,1.4
217,SKOV-3,MTT,Fe3O4,48,100.0,98.057,289.76,-28.0,2.932551319648094,2.75,-0.239,1.4
218,SKOV-3,MTT,Fe3O4,48,200.0,101.59,289.76,-28.0,2.932551319648094,2.75,-0.239,1.4
219,SKOV-3,MTT,Fe3O4,48,500.0,100.35,289.76,-28.0,2.932551319648094,2.75,-0.239,1.4
220,SKOV-3,MTT,Fe3O4,48,50.0,99.473,578.27,8.0,2.932551319648094,2.75,-0.239,1.4
221,SKOV-3,MTT,Fe3O4,48,100.0,89.455,578.27,8.0,2.932551319648094,2.75,-0.239,1.4
222,SKOV-3,MTT,Fe3O4,48,200.0,85.764,578.27,8.0,2.932551319648094,2.75,-0.239,1.4
223,SKOV-3,MTT,Fe3O4,48,500.0,92.794,578.27,8.0,2.932551319648094,2.75,-0.239,1.4
224,SKOV-3,MTT,Fe3O4,48,50.0,97.938,345.2,-13.0,2.932551319648094,2.75,-0.239,1.4
225,SKOV-3,MTT,Fe3O4,48,100.0,95.876,345.2,-13.0,2.932551319648094,2.75,-0.239,1.4
226,SKOV-3,MTT,Fe3O4,48,200.0,95.361,345.2,-13.0,2.932551319648094,2.75,-0.239,1.4
227,SKOV-3,MTT,Fe3O4,48,500.0,90.893,345.2,-13.0,2.932551319648094,2.75,-0.239,1.4
228,SKOV-3,MTT,Fe3O4,24,10.0,76.923,21.06,-24.5,2.932551319648094,2.75,-0.239,1.4
229,SKOV-3,MTT,Fe3O4,24,50.0,67.494,21.06,-24.5,2.932551319648094,2.75,-0.239,1.4
230,SKOV-3,MTT,Fe3O4,24,100.0,61.29,21.06,-24.5,2.932551319648094,2.75,-0.239,1.4
231,SKOV-3,MTT,Fe3O4,24,200.0,62.283,21.06,-24.5,2.932551319648094,2.75,-0.239,1.4
232,SKOV-3,MTT,Fe3O4,24,500.0,63.275,21.06,-24.5,2.932551319648094,2.75,-0.239,1.4
233,SKOV-3,MTT,Fe3O4,24,10.0,100.99,59.72,-38.1,2.932551319648094,2.75,-0.239,1.4
234,SKOV-3,MTT,Fe3O4,24,50.0,72.705,59.72,-38.1,2.932551319648094,2.75,-0.239,1.4
235,SKOV-3,MTT,Fe3O4,24,100.0,70.471,59.72,-38.1,2.932551319648094,2.75,-0.239,1.4
236,SKOV-3,MTT,Fe3O4,24,200.0,64.02,59.72,-38.1,2.932551319648094,2.75,-0.239,1.4
